,nombre_Municipio,latitud,longitud,categoria,nombre_Lugar,direccion,distancia
845,Meco,40.553746,-3.3281561,13065,Panadería Artesanal 5 Sentidos,"Calle Prado, 1",147
846,Meco,40.553746,-3.3281561,13065,El Cobijo,"Ronda Ronda Verdoso, 2",161
847,Meco,40.553746,-3.3281561,13065,Soka Döner Kebab,"Plaza Nueva Castilla, 22",184
848,Meco,40.553746,-3.3281561,13065,Terraza el Verdoso,"Camino del Verdoso, 24",244
849,Meco,40.553746,-3.3281561,13065,La Encina,"Calle de los Jazmines, 2",306
850,Meco,40.553746,-3.3281561,13065,Sand Foundation Lounge,"Plaza de la Villa, 1",346
851,Meco,40.553746,-3.3281561,13065,El Cenador,"Calle Pinar, s/n",605
852,Meco,40.553746,-3.3281561,13065,El Candil,"Pinar, s/n",747
853,Meco,40.553746,-3.3281561,13065,La Abuela,"Calle Pinar, s/n",853
854,Meco,40.553746,-3.3281561,13065,La Cabaña,"Calle Sorolla, 13",899
855,Mejorada del Campo,40.3971785,-3.4896068,16032,Parque Norte,Mesas,419
856,Mejorada del Campo,40.3971785,-3.4896068,17114,C. C. Juan Gris,"Avenida de Juan Gris, 1",961
857,Mejorada del Campo,40.3971785,-3.4896068,17114,Samper Sampedro,"Miguel Ángel Blanco, 4",1147
858,Mejorada del Campo,40.3971785,-3.4896068,13065,Macario,"Avenida de la Constitución, 15",49
859,Mejorada del Campo,40.3971785,-3.4896068,13065,La Sabana CAFÉ,"Avenida de la Constitución, s/n",53
860,Mejorada del Campo,40.3971785,-3.4896068,13065,El Casco Viejo de Mejorada,"Avenida de la Constitución, 5",57
861,Mejorada del Campo,40.3971785,-3.4896068,13065,Luis Cebolla Villalbilla,"Avenida de la Constitucion, 28",123
862,Mejorada del Campo,40.3971785,-3.4896068,13065,Restaurante Jarama,"Carretera San Fernando de Henares, Km 6",152
863,Mejorada del Campo,40.3971785,-3.4896068,13065,La Cocina de Norma,"Jose Maranon, 10",157
864,Mejorada del Campo,40.3971785,-3.4896068,13065,Cafe Abadia,"Calle Mayor, 4",170
865,Mejorada del Campo,40.3971785,-3.4896068,13065,Los Hornos,"Carretera San Fernando de Henares, Km 0,1",174
866,Mejorada del Campo,40.3971785,-3.4896068,13065,Cervecería Calimba,"Paseo del Vallejo, 2",179
867,Mejorada del Campo,40.3971785,-3.4896068,13065,Bar Restaurante HI-DA,"Calle Abogados Laboralistas, 1",269
868,Miraflores de la Sierra,40.8137532,-3.7667236,13065,Bohemia Café,"Plaza España, 12",7
869,Miraflores de la Sierra,40.8137532,-3.7667236,13065,La Plaza,"Calle la Fuente, 1",26
870,Miraflores de la Sierra,40.8137532,-3.7667236,13065,Cervecería el Maño,"Calle General Sanjurjo, 1",39
871,Miraflores de la Sierra,40.8137532,-3.7667236,13065,Asador la Fuente,"Calle Mayor, 12",57
872,Miraflores de la Sierra,40.8137532,-3.7667236,13065,Restaurante Melfi,"Calle Mayor, 19",57
873,Miraflores de la Sierra,40.8137532,-3.7667236,13065,La Casa del Queso Miraflores,Calle Mayor Nº 14,57
874,Miraflores de la Sierra,40.8137532,-3.7667236,13065,La Casa de los Piononos,"Calvo Sotelo, 7",60
875,Miraflores de la Sierra,40.8137532,-3.7667236,13065,Restaurante Bar España,"Plaza del Álamo, 3",66
876,Miraflores de la Sierra,40.8137532,-3.7667236,13065,Pingüy,"Calle la Fuente, 11",73
877,Miraflores de la Sierra,40.8137532,-3.7667236,13065,Pingui,"Fuente, 11",73
878,El Molar,40.7347865,-3.584376,17114,Centro Comercial el Casito,"Paseo de la Ermita, 51",1424
879,El Molar,40.7347865,-3.584376,13065,Casa Lozano,"Avenida de España, 51",107
880,El Molar,40.7347865,-3.584376,13065,Sidrería Paraiso Asturies,"Plaza del Paraíso, 10",145
881,El Molar,40.7347865,-3.584376,13065,Olipasan,"Plaza Gralmo, 2",153
882,El Molar,40.7347865,-3.584376,13065,La Bruja Cervecería,"Avenida de España, 67",201
883,El Molar,40.7347865,-3.584376,13065,Bar Luna,"Calle Nuestra Señora de la Asunción, el Molar",275
884,El Molar,40.7347865,-3.584376,13065,El Puntito,"Salud, 1",302
885,El Molar,40.7347865,-3.584376,13065,Las Cuevas de Olivares,"Santa Maria de la Cuesta, 2",304
886,El Molar,40.7347865,-3.584376,13065,Bar la Alhambra,"Calle de la Salud, 3",320
887,El Molar,40.7347865,-3.584376,13065,Döner Kebab Esperanza,"Calle Real, 16",334
888,El Molar,40.7347865,-3.584376,13065,El puntito,"Calle Salud, 1",346
889,Montejo de la Sierra,41.0593529,-3.530299,13065,Panadería Nani,"Plaza Mayor, 3",19
890,Montejo de la Sierra,41.0593529,-3.530299,13065,El Hayedo,"Travesía de Horcajuelo, 13",105
891,Montejo de la Sierra,41.0593529,-3.530299,13065,Los Naranjos,"Calle del Real, 19",233
892,Montejo de la Sierra,41.0593529,-3.530299,13065,Alojamientos la Hontanilla,"Avenida el Soto, 2",462
893,Montejo de la Sierra,41.0593529,-3.530299,13065,Restaurante la Hontanilla,"Avenida Soto, 24 y, 36",482
894,Montejo de la Sierra,41.0593529,-3.530299,13065,La Ladera de Horcajuelo,"Calle Blanco, 17",1187
895,Montejo de la Sierra,41.0593529,-3.530299,13065,El Rincón del Cárabo,"Calle Pozas, 40",1215
896,Montejo de la Sierra,41.0593529,-3.530299,13065,Restaurante el Pajar - Un Pajar de 200 a,"Calle de la Comunidad de Madrid, 9",1373
897,Montejo de la Sierra,41.0593529,-3.530299,13065,Taberna el Trebol,"Calle Rosario, 1",1943
898,Montejo de la Sierra,41.0593529,-3.530299,13065,Bar el Rincón,"Calle Real, 8",1966
899,Moraleja de Enmedio,40.2615532,-3.8612117,13065,Mesón Cachorro,"Calle Somosierra, 2",92
900,Moraleja de Enmedio,40.2615532,-3.8612117,13065,La Atalaya,"Calle Yucas, 1",144
901,Moraleja de Enmedio,40.2615532,-3.8612117,13065,Nuevo Mirador,"Urbanización las Yucas, 1",184
902,Moraleja de Enmedio,40.2615532,-3.8612117,13065,El Corsel,"Carretera Arroyomolinos M-413, Km 7",652
903,Moraleja de Enmedio,40.2615532,-3.8612117,13065,Restaurante el Albero,"Calle Torrelaguna, 36",793
904,Moraleja de Enmedio,40.2615532,-3.8612117,13065,Los Olivos,"Roble Pol. San Sebastián, 10",948
905,Moraleja de Enmedio,40.2615532,-3.8612117,13065,Restaurante los Olivos,"Calle Roble, 20",954
906,Moraleja de Enmedio,40.2615532,-3.8612117,13065,Restaurante Araceli la Moraleja,"Plaza de la Moraleja, 1",33385
907,Moralzarzal,40.6791436,-3.9720985,16032,La carreterita,"Bellas Vistas, 28411 Moralzarzal Comunidad de Madrid",104
908,Moralzarzal,40.6791436,-3.9720985,16032,Parque de la Tejera,28411 Moralzarzal Comunidad de Madrid,465
909,Moralzarzal,40.6791436,-3.9720985,17114,Ayuntamiento de Moralzarzal,"Calle Raso, 11",441
910,Moralzarzal,40.6791436,-3.9720985,13065,Cafetería el Ladrillo,"Plaza de la Fragua, 7-9",32
911,Moralzarzal,40.6791436,-3.9720985,13065,La Chasca de Nael,"Calle de la Huerta, 12",92
912,Moralzarzal,40.6791436,-3.9720985,13065,Tucco Pizza,"Calle de Antón, 5",97
913,Moralzarzal,40.6791436,-3.9720985,13065,La Boutique de la Tierruca,"Calle de la Huerta, 9",101
914,Moralzarzal,40.6791436,-3.9720985,13065,El Aperitivo,"Calle de la Huerta, 12",107
915,Moralzarzal,40.6791436,-3.9720985,13065,Kebab & Krepes,"Calle de Antón, 9",109
916,Moralzarzal,40.6791436,-3.9720985,13065,Royal Bar Restaurante,"Calle de la Huerta, 24",118
917,Moralzarzal,40.6791436,-3.9720985,13065,El Rincón de el Geni,"Calle Huerta, 32",149
918,Moralzarzal,40.6791436,-3.9720985,13065,Casa Ladis,"Huerta, 27",166
919,Moralzarzal,40.6791436,-3.9720985,13065,Huerta 33 Restaurante-Barra,"Calle de la Huerta, 33",193
920,Morata de Tajuña,40.2294297,-3.4366925,13065,El Alto,"Carretera Chinchón, Km 8,4",21
921,Morata de Tajuña,40.2294297,-3.4366925,13065,La Dulcería Morata,"Avenida de la Constitución, 8",68
922,Morata de Tajuña,40.2294297,-3.4366925,13065,Pastelería de la Torre,"Iglesia, 37",102
923,Morata de Tajuña,40.2294297,-3.4366925,13065,Mesón Licinia,"Calle del Carmen, 24",180
924,Morata de Tajuña,40.2294297,-3.4366925,13065,Hostal Restaurante Libra II,"Poyales, 3",207
925,Morata de Tajuña,40.2294297,-3.4366925,13065,Restauracion Puerta de la Vega,"Calle Real, 56",246
926,Morata de Tajuña,40.2294297,-3.4366925,13065,Pub Triana,"Calle Domingo Rodelgo, 35",253
927,Morata de Tajuña,40.2294297,-3.4366925,13065,Mesón el Cid,"Calle del Carmen, 36",406
928,Móstoles,40.3238525,-3.8649214,16032,Parque Zarauz,28931 Móstoles Comunidad de Madrid,217
929,Móstoles,40.3238525,-3.8649214,16032,El Hoyo,"Calle Badajoz, 2",362
930,Móstoles,40.3238525,-3.8649214,16032,Fernandez Pascual Eduardo,"Avenida de la Constitucion, 50",382
931,Móstoles,40.3238525,-3.8649214,16032,Parque Cataluña,"valladolid, 28938 Móstoles Comunidad de Madrid",603
932,Móstoles,40.3238525,-3.8649214,16032,Parque Plaza Valencia,Comunidad de Madrid,633
933,Móstoles,40.3238525,-3.8649214,16032,Pipican Parque San Luis,,679
934,Móstoles,40.3238525,-3.8649214,16032,La Pista Roja,,720
935,Móstoles,40.3238525,-3.8649214,16032,Parque de Galicia,"Calle Hermanos Pinzón, 2",787
936,Móstoles,40.3238525,-3.8649214,16032,Parque de las aventuras,,828
937,Móstoles,40.3238525,-3.8649214,16032,Parque la Paz,28938 Móstoles Comunidad de Madrid,852
938,Móstoles,40.3238525,-3.8649214,17114,Centro Comercial Dos de Mayo,"Avenida del Dos de Mayo, 27",636
939,Móstoles,40.3238525,-3.8649214,17114,Almacenes los Catalanes,"Calle Rio Bidasoa, 1",668
940,Móstoles,40.3238525,-3.8649214,17114,Centro Comercial Arce,"Calle Cid Campeador, 7 Bajo",871
941,Móstoles,40.3238525,-3.8649214,17114,Centro Comercial la Fuensanta,"Avenida de la Onu, 65",1534
942,Móstoles,40.3238525,-3.8649214,13065,Burger King,"Carretera Antigua de Extremadura N-v, Km 19",1
943,Móstoles,40.3238525,-3.8649214,13065,Nostrus,"Avenida Constitución, Km 19.800",127
944,Móstoles,40.3238525,-3.8649214,13065,Meat & Bread,"Calle Antonio Hernández, 11",161
945,Móstoles,40.3238525,-3.8649214,13065,Rodilla,"Avenida del Dos de Mayo, 6",197
946,Móstoles,40.3238525,-3.8649214,13065,Burger King,"Martires, 10-12",289
947,Móstoles,40.3238525,-3.8649214,13065,Pizzeria Dall' Agnese,"Calle de Cartaya, 2",357
948,Móstoles,40.3238525,-3.8649214,13065,El Colmadito,"Canarias, 7",358
949,Móstoles,40.3238525,-3.8649214,13065,Horno de Pan la Espiguita,"Calle Sevilla, 21",366
950,Móstoles,40.3238525,-3.8649214,13065,Cañitas,"Avenida Dos de Mayo, 24",371
951,Móstoles,40.3238525,-3.8649214,13065,Cafeteria Iris,"Calle Juan Ocaña, 40",372
952,Navacerrada,40.7287926,-4.0151676,16032,Parque Infantil,"Avenida de Madrid, 28491 Navacerrada Comunidad de Madrid",95
953,Navacerrada,40.7287926,-4.0151676,16032,Pino Manolo,Navacerrada Comunidad de Madrid,354
954,Navacerrada,40.7287926,-4.0151676,16032,Parque Muñoyerro,Navacerrada Comunidad de Madrid,474
955,Navacerrada,40.7287926,-4.0151676,16032,Parque infantil,"Calle de Amanecer, 12",580
956,Navacerrada,40.7287926,-4.0151676,13065,El Portillon,"Paseo de los Españoles, 5",25
957,Navacerrada,40.7287926,-4.0151676,13065,El Mesón de Ana,"Plaza del Dr. Gereda, 9",27
958,Navacerrada,40.7287926,-4.0151676,13065,Restaurante Casa Paco,"Plaza del Doctor Gereda, 3",29
959,Navacerrada,40.7287926,-4.0151676,13065,El Abeto Bar,"Dr. Gereda, 2",31
960,Navacerrada,40.7287926,-4.0151676,13065,El Rumba,"Plaza de Doctor Gereda, 1",36
961,Navacerrada,40.7287926,-4.0151676,13065,Felix el Segoviano,"Paseo Españoles, 5",37
962,Navacerrada,40.7287926,-4.0151676,13065,La Bola del Mundo,"Plaza del Dr. Gereda, 3",38
963,Navacerrada,40.7287926,-4.0151676,13065,Terraza Jardín Felipe,"Calle Mayo, 2",52
964,Navacerrada,40.7287926,-4.0151676,13065,Cara Norte,"Plaza de los Angeles, 2",55
965,Navacerrada,40.7287926,-4.0151676,13065,Meson Javis,"Plaza del Álamo, 6",63
966,Navalafuente,40.8232617,-3.6747292,13065,La Quinta Navalafuente,"Cno. Venturada, 5",1642
967,Navalagamella,40.4690591,-4.1227079,16032,Parque de la Iglesia,"Calle Ancha, Navalagamella Comunidad de Madrid",172
968,Navalagamella,40.4690591,-4.1227079,16032,Parque del Hondillo,"Calle San Sebastian, 44, 28212 Navalagamella Comunidad de Madrid",289
969,Navalagamella,40.4690591,-4.1227079,16032,Parque Paseo Mirador de la Iglesia,,337
970,Navalagamella,40.4690591,-4.1227079,16032,Parque el Romeral,Romeral,882
971,Navalagamella,40.4690591,-4.1227079,13065,Bar Mesón Gallego,"Plaza España, 11",13
972,Navalagamella,40.4690591,-4.1227079,13065,El Tomillar Finca Restaurante,"Carretera M-510, Km 25,6",67
973,Navalagamella,40.4690591,-4.1227079,13065,Horno San Miguel,"Calle San Miguel, 18",69
974,Navalcarnero,40.2877169,-4.014299,16032,Parque Pozo Concejo,28600 Navalcarnero Comunidad de Madrid,482
975,Navalcarnero,40.2877169,-4.014299,16032,Parque de la Crispina,28600 Navalcarnero Comunidad de Madrid,615
976,Navalcarnero,40.2877169,-4.014299,16032,Parque de los Charcones,Navalcarnero Comunidad de Madrid,650
977,Navalcarnero,40.2877169,-4.014299,16032,Parque los Pinos,"Calle Mieres, s/n",653
978,Navalcarnero,40.2877169,-4.014299,16032,Parque de la Tirolina,28600 Navalcarnero Comunidad de Madrid,700
979,Navalcarnero,40.2877169,-4.014299,16032,Parque de el Señorio,28600 Navalcarnero Comunidad de Madrid,752
980,Navalcarnero,40.2877169,-4.014299,16032,Parque de los Tubos,Navalcarnero Comunidad de Madrid,785
981,Navalcarnero,40.2877169,-4.014299,16032,Parque de San Jorge,"C/ Juan Ramón Jiménez, 28600 Navalcarnero Comunidad de Madrid",792
982,Navalcarnero,40.2877169,-4.014299,16032,Parque de San Juan Bautista,28600 Navalcarnero Comunidad de Madrid,1529
983,Navalcarnero,40.2877169,-4.014299,16032,Parque Regional del Rio Guadarrama,Guadarrama Comunidad de Madrid,1639
984,Navalcarnero,40.2877169,-4.014299,17114,Ahorra Más,Ronda de San Juan,837
985,Navalcarnero,40.2877169,-4.014299,13065,Las Torres de Navalcarnero SLL,"Plaza Segovia, 26",35
986,Navalcarnero,40.2877169,-4.014299,13065,La Posada,"Plaza de Segovia, 31",37
987,Navalcarnero,40.2877169,-4.014299,13065,Las Cuevas del Carnero,"San Roque, 3",60
988,Navalcarnero,40.2877169,-4.014299,13065,Hostería de las Monjas,"Plaza de la Iglesia, 1",83
989,Navalcarnero,40.2877169,-4.014299,13065,La Cañada Real,"Calle San Roque, 12",83
990,Navalcarnero,40.2877169,-4.014299,13065,Bodega la Andaluza,"Blasco Ibáñez, 1",88
991,Navalcarnero,40.2877169,-4.014299,13065,Las Cuevas del Tío Juanón,"Calle de la Iglesia, 4",94
992,Navalcarnero,40.2877169,-4.014299,13065,Las Cuevas del Principe,"Calle Mariano González, 5",119
993,Navalcarnero,40.2877169,-4.014299,13065,Terrasita,"Calle Mariano González, 5",119
994,Navalcarnero,40.2877169,-4.014299,13065,La Taberna de Ros,"Calle Constitución, 10",122
995,Navarredonda y San Mamés,41.00736645,-3.731504970695029,13065,Groucho Parrilla,"Cta. Gargantilla del Lozoya, 23",1946
996,Navas del Rey,40.3863666,-4.2508402,16032,El Tren de la Navidad,Fuenlabrada Comunidad de Madrid,449
997,Navas del Rey,40.3863666,-4.2508402,13065,Bar Restaurante el Principe,"Plaza del Principe, 4",123
998,Navas del Rey,40.3863666,-4.2508402,13065,Don de Junior Bar,"Calle Virgen de la Soledad, 6",197
999,Navas del Rey,40.3863666,-4.2508402,13065,Restaurante Gargantúa,"Vía Olímpica, 6",225
1000,Navas del Rey,40.3863666,-4.2508402,13065,Gargantúa Cafetería Restaurante,"Vía Olímpica, 6",233
1001,Navas del Rey,40.3863666,-4.2508402,13065,Restaurante Voltereta,"Avenida de Madrid, 27",385
1002,Navas del Rey,40.3863666,-4.2508402,13065,Restaurante Nuevo Avenida,"Avenida Generalisimo, 47",853
1003,Nuevo Baztán,40.3659255,-3.2443102,13065,La Casa Vieja del Abuelo,"Plaza de la Iglesia, 4",104
1004,Nuevo Baztán,40.3659255,-3.2443102,13065,Meson el Conde,"Plaza de la Iglesia, 5",104
1005,Nuevo Baztán,40.3659255,-3.2443102,13065,Taberna de la Olmeda,"Calle Palacio, 1",138
1006,Nuevo Baztán,40.3659255,-3.2443102,13065,La Cabana del Baztan,"Calle Eras, 8",504
1007,Nuevo Baztán,40.3659255,-3.2443102,13065,Trattoria Vittozzi,"Calle Com. Eurovillas I, s/n",1540
1008,Nuevo Baztán,40.3659255,-3.2443102,13065,La Fuente del Gato,"Calle la Fragua, 1",1831
1009,Nuevo Baztán,40.3659255,-3.2443102,13065,El Porton,"Calle Mayor, 26",1918
1010,Nuevo Baztán,40.3659255,-3.2443102,13065,La Olmeda Restaurante,"Carretera Mondéjar M-219, Km 22",1980
1011,Olmeda de las Fuentes,40.3695225,-3.2213199,13065,La Olmeda Restaurante,"Carretera Mondéjar M-219, Km 22",57
1012,Olmeda de las Fuentes,40.3695225,-3.2213199,13065,El Porton,"Calle Mayor, 26",108
1013,Olmeda de las Fuentes,40.3695225,-3.2213199,13065,La Fuente del Gato,"Calle la Fragua, 1",158
1014,Olmeda de las Fuentes,40.3695225,-3.2213199,13065,La Taberna del Buho,"Calle Mayor, 61",210
1015,Olmeda de las Fuentes,40.3695225,-3.2213199,13065,Taberna de la Olmeda,"Calle Palacio, 1",1893
1016,Olmeda de las Fuentes,40.3695225,-3.2213199,13065,La Casa Vieja del Abuelo,"Plaza de la Iglesia, 4",1908
1017,Olmeda de las Fuentes,40.3695225,-3.2213199,13065,Meson el Conde,"Plaza de la Iglesia, 5",1908
1018,Orusco de Tajuña,40.2853409,-3.2096521,17114,Gourmet Comarca las Vegas,"Calle Mayor, 13",87
1019,Orusco de Tajuña,40.2853409,-3.2096521,13065,Castilla,"Calle Mayor, 18",78
1020,Orusco de Tajuña,40.2853409,-3.2096521,13065,Ibericoteca,"Calle Mayor, 13",93
1021,Orusco de Tajuña,40.2853409,-3.2096521,13065,Bar los Nietos,"Calle Gran Via, 4",383
1022,Orusco de Tajuña,40.2853409,-3.2096521,13065,Mesón la Rivera,"Calle Gran Via, 9",384
1023,Paracuellos de Jarama,40.5048527,-3.5317621,16032,Parque Infantil Nave Espacial,28860 Paracuellos Comunidad de Madrid,298
1024,Paracuellos de Jarama,40.5048527,-3.5317621,16032,Pinarillo AVM,"Avenida de Sombra de la Torre, 14",1122
1025,Paracuellos de Jarama,40.5048527,-3.5317621,16032,Parque Infantil,28860 Paracuellos de Jarama Comunidad de Madrid,1551
1026,Paracuellos de Jarama,40.5048527,-3.5317621,16032,Canaima Park,Comunidad de Madrid,1699
1027,Paracuellos de Jarama,40.5048527,-3.5317621,17114,Miramadrid,"Pº de las Camelias, 28860 Paracuellos de Jarama Comunidad de Madrid",1993
1028,Paracuellos de Jarama,40.5048527,-3.5317621,13065,Bar Plaza,"Plaza de la Constitucion, 5",22
1029,Paracuellos de Jarama,40.5048527,-3.5317621,13065,Mexico Lindo y Qué Rico,"Plaza de la Constitución, 4",22
1030,Paracuellos de Jarama,40.5048527,-3.5317621,13065,Bocado Delicado,"Chorrilo Alta, 10",39
1031,Paracuellos de Jarama,40.5048527,-3.5317621,13065,Rasgos Restauracion,"Carretera M-111 Paracuellos-Belvis, Km 8",44
1032,Paracuellos de Jarama,40.5048527,-3.5317621,13065,Don Pollo,"Calle Real, 21",93
1033,Paracuellos de Jarama,40.5048527,-3.5317621,13065,Pasteleria Araceli,"Calle Chorrillo Alta, 37",124
1034,Paracuellos de Jarama,40.5048527,-3.5317621,13065,Pizzacuellos,"Calle del Real de Burgos, 34",132
1035,Paracuellos de Jarama,40.5048527,-3.5317621,13065,Meson Paracuellos,"Calle Real, 36",142
1036,Paracuellos de Jarama,40.5048527,-3.5317621,13065,Bar Garcia,"Calle Real, 35",245
1037,Paracuellos de Jarama,40.5048527,-3.5317621,13065,Taberna el Burladero,"Calle Real, 37",259
1038,Parla,40.2373952,-3.7718902,16032,Parque de la Ermita,28981 Parla Comunidad de Madrid,568
1039,Parla,40.2373952,-3.7718902,16032,Parque Vía de Ronda,Parla Comunidad de Madrid,610
1040,Parla,40.2373952,-3.7718902,16032,Paseo Real,Principado de Asturias,635
1041,Parla,40.2373952,-3.7718902,16032,Parque de la Garrapata,"C/ Mexico, 28980 Parla Comunidad de Madrid",642
1042,Parla,40.2373952,-3.7718902,16032,parque de las Montañas,28982  Comunidad de Madrid,748
1043,Parla,40.2373952,-3.7718902,16032,Bichos,"Calle Toledo, 34",808
1044,Parla,40.2373952,-3.7718902,16032,Rayuela,"Isaac Albéniz, 16",846
1045,Parla,40.2373952,-3.7718902,16032,Paseo Marítimo Perruno,28983 Parla Comunidad de Madrid,915
1046,Parla,40.2373952,-3.7718902,16032,Parque de la Ballena,"Calle Real, s/n",1021
1047,Parla,40.2373952,-3.7718902,16032,Nanitos y Pelusas,"Calle Icíar Bollaín, 3",1172
1048,Parla,40.2373952,-3.7718902,17114,Merca-2 Parla,"Calle Pablo Casals, s/n",744
1049,Parla,40.2373952,-3.7718902,17114,El Ferial,"Carretera Pinto, Km 1",1380
1050,Parla,40.2373952,-3.7718902,13065,Chanab Doner Kebab,"Calle Iglesia, 5",87
1051,Parla,40.2373952,-3.7718902,13065,Mesón Roci & Mari,"Calle Real, 18",99
1052,Parla,40.2373952,-3.7718902,13065,Telepizza,"Viario de Ronda, s/n",118
1053,Parla,40.2373952,-3.7718902,13065,Domino's Pizza,"Calle de la Sal, 52",130
1054,Parla,40.2373952,-3.7718902,13065,Friends Parla,"Calle Olivo, 8",187
1055,Parla,40.2373952,-3.7718902,13065,Kontiki,"Jerusalén, 2",193
1056,Parla,40.2373952,-3.7718902,13065,Hornos Hermanos Fresno,"Calle Soledad, 46",235
1057,Parla,40.2373952,-3.7718902,13065,Don Pedro I,"Calle Carlos V, 4",259
1058,Parla,40.2373952,-3.7718902,13065,Cien Pizzitas,"Calle Domingo Malagón, 3",294
1059,Parla,40.2373952,-3.7718902,13065,Pizzería tipica il gusto per l'autentico,"Calle Domingo Malagón, 12",325
1060,Patones,40.8548194,-3.483954,13065,Melones,"Avenida de Madrid, 83",84
1061,Patones,40.8548194,-3.483954,13065,Bar Manolo,"Avenida de Madrid, 30",275
1062,Patones,40.8548194,-3.483954,13065,El Chiscón,"Travesia Iglesia, 12",1400
1063,Patones,40.8548194,-3.483954,13065,El Rincón de Patones,"Calle del Arroyo, 16",1406
1064,Patones,40.8548194,-3.483954,13065,El Bodegón de Patones,"Calle del Arroyo, 5",1419
1065,Patones,40.8548194,-3.483954,13065,La Cabaña,"Calle Azas, 7",1426
1066,Patones,40.8548194,-3.483954,13065,Las Eras - Patones de Arriba,"Calle Azas, s/n",1434
1067,Patones,40.8548194,-3.483954,13065,El Rey de Patones,"Calle Azas, 13",1436
1068,Patones,40.8548194,-3.483954,13065,Taberna Real,"Calle Real, 38",1477
1069,Patones,40.8548194,-3.483954,13065,Las Eras,"Azas, s/n",1486
1070,Pedrezuela,40.7451088,-3.6030185,17114,Centro Comercial el Casito,"Paseo de la Ermita, 51",659
1071,Pedrezuela,40.7451088,-3.6030185,13065,El Mesón del Asado - Antigua Casa Heliodoro,"Plaza de la Constitución, 3",20
1072,Pedrezuela,40.7451088,-3.6030185,13065,La Cuesta,"Calle del Calvario, 8",30
1073,Pedrezuela,40.7451088,-3.6030185,13065,Casa Galo,"Calle Calvario, 8",31
1074,Pedrezuela,40.7451088,-3.6030185,13065,El Kamalinoe Parrilla Restaurante,"Calle Calvario, 21",84
1075,Pedrezuela,40.7451088,-3.6030185,13065,Embutidos Pedrezuela,"Calle de las Eras, 32",110
1076,Pedrezuela,40.7451088,-3.6030185,13065,Mesón Gerardo,"Calle Eras, 28",121
1077,Pedrezuela,40.7451088,-3.6030185,13065,La Parada,"Calle de las Eras, 38",121
1078,Pedrezuela,40.7451088,-3.6030185,13065,Roxy,"Calle de las Eras, 42",121
1079,Pedrezuela,40.7451088,-3.6030185,13065,Gonzalez Chichon,"Las Eras, 46",136
1080,Pedrezuela,40.7451088,-3.6030185,13065,La Cabaña,"Calle de las Eras, 29",169
1081,Pelayos de la Presa,40.3605272,-4.3334254,13065,McPacos,"Calle de la Estación, 4",37
1082,Pelayos de la Presa,40.3605272,-4.3334254,13065,La Terraza,"Estacion, 9",60
1083,Pelayos de la Presa,40.3605272,-4.3334254,13065,Burguer Mc Pacos,"Calle Estación, 4",81
1084,Pelayos de la Presa,40.3605272,-4.3334254,13065,El Plan B,"Plaza del Ayuntamiento, 8",191
1085,Pelayos de la Presa,40.3605272,-4.3334254,13065,El Huerto,"Avenida Marcial Llorente, 43",196
1086,Pelayos de la Presa,40.3605272,-4.3334254,13065,La Casona,"Avenida de Marcial Llorente, 59",285
1087,Pelayos de la Presa,40.3605272,-4.3334254,13065,Costa Cruz,"Marcial Llorente, 15",529
1088,Pelayos de la Presa,40.3605272,-4.3334254,13065,El Mirador de Pelayos,"Avenida del Mirador, 62",878
1089,Pelayos de la Presa,40.3605272,-4.3334254,13065,Restaurante Monasterio,"Carretera del Pantano, s/n",1510
1090,Pelayos de la Presa,40.3605272,-4.3334254,13065,Merendero la Playa,"Camino Embalse de San Juan, s/n",1531
1091,Perales de Tajuña,40.2325718,-3.3517265,13065,El Lagar de Nemesio,"Calle Mayor Baja, 32",134
1092,Perales de Tajuña,40.2325718,-3.3517265,13065,Restauracion Mariblanca,"Calle Mayor Baja, 32",145
1093,Perales de Tajuña,40.2325718,-3.3517265,13065,Poldo,"Plaza de la Constitucion, 6",222
1094,Perales de Tajuña,40.2325718,-3.3517265,13065,Restaurante las Vegas Perales,"Carretera Madrid-Valencia N-Iii, 39",445
1095,Perales de Tajuña,40.2325718,-3.3517265,13065,Complejo los Pradillos,"Camino de Valdeperales, s/n",1405
1096,Perales de Tajuña,40.2325718,-3.3517265,13065,Las Vegas Restaurante,"Carretera de Valencia, Km 39",1941
1097,Perales de Tajuña,40.2325718,-3.3517265,13065,Las Vegas,"Autov. Levante, Km 37,87",1953
1098,Pinilla del Valle,40.9261949,-3.8184676,13065,El Corralón del Embalse,"Calle de la Presa, 26",173
1099,Pinilla del Valle,40.9261949,-3.8184676,13065,Recursos turisticos del valle de lozoya,"Calle Presa, 26",181
1100,Pinilla del Valle,40.9261949,-3.8184676,13065,La Nogalera,"Avenida Nogales, 38",286
1101,Pinto,40.240985,-3.7005072,16032,Plaza Ocho de Marzo,Comunidad de Madrid,302
1102,Pinto,40.240985,-3.7005072,16032,Plaza de la Rábida,"Pza. de la Rábida, s/n",327
1103,Pinto,40.240985,-3.7005072,16032,Parque Infantil Chichopark,"Salvador Dalí, 12",364
1104,Pinto,40.240985,-3.7005072,16032,Parque Juan Carlos I,"Calle Pablo Picasso, s/n",464
1105,Pinto,40.240985,-3.7005072,16032,Parque Municipal Nicolás Fuster,"Doce de Octubre, 28320 Pinto Comunidad de Madrid",474
